"main_colors","opp_colors","on_play","num_turns","won","cora","corc"
"WB","UG",FALSE,9,FALSE,0.897752884357923,0.403692697893673
"WB","WR",FALSE,8,FALSE,0.897752884357923,0.403692697893673
"UB","WB",FALSE,6,FALSE,0.376195650020519,0.359560617966115
"UB","UR",TRUE,8,TRUE,0.376195650020519,0.359560617966115
"UB","WU",TRUE,8,TRUE,0.376195650020519,0.359560617966115
"UB","WG",FALSE,12,TRUE,0.376195650020519,0.359560617966115
"UB","WU",FALSE,10,TRUE,0.376195650020519,0.359560617966115
"UB","WG",FALSE,10,TRUE,0.376195650020519,0.359560617966115
"UB","WU",TRUE,8,TRUE,0.376195650020519,0.359560617966115
"UB","RG",FALSE,9,FALSE,0.376195650020519,0.359560617966115
"UB","WB",FALSE,15,TRUE,0.376195650020519,0.359560617966115
"WB","WUB",TRUE,17,FALSE,0.878716172649795,0.383065604737183
"WB","WR",TRUE,6,TRUE,0.882687547372034,0.387543543992044
"WB","UR",FALSE,9,FALSE,0.882687547372034,0.387543543992044
"WB","URG",TRUE,7,FALSE,0.874424456063771,0.359057067864922
"WR","UBR",TRUE,10,FALSE,0.39371265357876,0.342984275595953
"WR","UB",FALSE,7,TRUE,0.398622362606357,0.347261387288734
"WR","UB",TRUE,9,FALSE,0.398622362606357,0.347261387288734
"UR","UR",FALSE,10,FALSE,0.0700910309868962,0.326114634057035
"UR","WR",FALSE,12,TRUE,0.0700910309868962,0.326114634057035
"UR","UB",FALSE,10,FALSE,0.0700910309868962,0.326114634057035
"UR","BR",FALSE,10,FALSE,0.0695960174461847,0.316654393809296
"WU","UB",TRUE,8,FALSE,0.395924270392689,-0.0381067806654546
"WU","UB",FALSE,11,TRUE,0.395924270392689,-0.0381067806654546
"WU","RG",TRUE,9,TRUE,0.395924270392689,-0.0381067806654546
"WU","UB",TRUE,8,FALSE,0.395924270392689,-0.0381067806654546
"WU","UG",TRUE,11,FALSE,0.395924270392689,-0.0381067806654546
"WB","WR",FALSE,9,FALSE,0.87474442576757,0.422847519261909
"WB","UB",TRUE,7,TRUE,0.87474442576757,0.422847519261909
"WB","UB",TRUE,10,FALSE,0.87474442576757,0.422847519261909
"WB","BG",FALSE,8,FALSE,0.87474442576757,0.422847519261909
"WR","UR",FALSE,8,TRUE,0.431959323240451,0.36127095333865
"WR","WR",TRUE,12,FALSE,0.431959323240451,0.36127095333865
"WR","BG",FALSE,9,FALSE,0.431959323240451,0.36127095333865
"WR","WB",FALSE,7,FALSE,0.424290541422082,0.372802577879246
"UB","WU",FALSE,9,TRUE,0.395225110997419,0.339761187568969
"UB","BRG",TRUE,7,TRUE,0.395225110997419,0.339761187568969
"UB","WUG",FALSE,10,TRUE,0.395225110997419,0.339761187568969
"UB","WB",TRUE,12,TRUE,0.395225110997419,0.339761187568969
"UB","WRG",TRUE,8,TRUE,0.395225110997419,0.339761187568969
"UB","BR",FALSE,8,TRUE,0.395225110997419,0.339761187568969
"UB","UB",FALSE,9,FALSE,0.395225110997419,0.339761187568969
"UB","BG",TRUE,10,TRUE,0.395225110997419,0.339761187568969
"WB","WU",TRUE,10,FALSE,0.839781483762465,0.350247622074898
"WB","UB",FALSE,8,TRUE,0.839781483762465,0.350247622074898
"WB","UB",FALSE,7,FALSE,0.839781483762465,0.350247622074898
"WB","WR",FALSE,8,TRUE,0.839781483762465,0.350247622074898
"WB","UB",TRUE,10,TRUE,0.839781483762465,0.350247622074898
"WB","WG",TRUE,5,FALSE,0.839781483762465,0.350247622074898
"UB","WB",TRUE,9,TRUE,0.370038192681898,0.378739386002229
"UB","UB",TRUE,11,FALSE,0.370038192681898,0.378739386002229
"UB","WBG",TRUE,7,TRUE,0.370038192681898,0.378739386002229
"UB","UBG",TRUE,17,FALSE,0.370038192681898,0.378739386002229
"UB","WUB",FALSE,6,FALSE,0.372133604097995,0.380884069575033
"BG","UB",FALSE,8,FALSE,0.398329724079014,0.354604698522218
"BG","UB",TRUE,12,FALSE,0.402300279263405,0.365702957270847
"BG","WUB",FALSE,15,TRUE,0.402300279263405,0.365702957270847
"UG","WU",TRUE,12,TRUE,-0.0365598530367673,-0.0370089784202461
"UG","WB",FALSE,18,FALSE,-0.0365598530367673,-0.0370089784202461
"UG","BR",TRUE,12,FALSE,-0.0365598530367673,-0.0370089784202461
"UG","UB",FALSE,12,TRUE,-0.0365598530367673,-0.0370089784202461
"UG","UB",TRUE,11,FALSE,-0.0365598530367673,-0.0370089784202461
"UB","WR",TRUE,8,FALSE,0.346501384897558,0.271097322370658
"UB","UB",TRUE,7,FALSE,0.346501384897558,0.271097322370658
"UB","WG",TRUE,14,TRUE,0.34159360135384,0.273399422739523
"UB","UB",FALSE,10,FALSE,0.34159360135384,0.273399422739523
"UG","BR",TRUE,8,TRUE,0.144394948470779,0.135374064102436
"UG","UB",TRUE,12,TRUE,0.144394948470779,0.135374064102436
"UG","UBR",FALSE,14,TRUE,0.144394948470779,0.135374064102436
"UG","UR",TRUE,5,FALSE,0.144394948470779,0.135374064102436
"UG","WBG",TRUE,7,TRUE,0.144394948470779,0.135374064102436
"UG","WB",FALSE,11,TRUE,0.144394948470779,0.135374064102436
"UG","WU",FALSE,10,FALSE,0.144394948470779,0.135374064102436
"UG","UG",TRUE,11,FALSE,0.144394948470779,0.135374064102436
"UB","WG",TRUE,5,FALSE,0.441646016169182,0.420251205288165
"UB","WB",TRUE,16,FALSE,0.441646016169182,0.420251205288165
"UB","BRG",FALSE,6,FALSE,0.44533611401762,0.430808930586109
"RG","UB",FALSE,7,FALSE,-0.0369822900518083,0.411298699939579
"RG","B",FALSE,8,FALSE,-0.0369822900518083,0.411298699939579
"RG","R",TRUE,4,TRUE,-0.0369822900518083,0.411298699939579
"RG","WRG",TRUE,17,FALSE,-0.0369822900518083,0.411298699939579
"UBR","WG",FALSE,14,FALSE,0.300652394784353,0.616916206630956
"UBR","UB",TRUE,11,FALSE,0.300652394784353,0.616916206630956
"BR","WB",FALSE,6,FALSE,0.451599989395145,0.814510133301198
"WR","UR",TRUE,11,FALSE,0.380885946245876,0.442484878280762
"WR","RG",TRUE,8,TRUE,0.380885946245876,0.442484878280762
"WR","UG",FALSE,14,TRUE,0.380885946245876,0.442484878280762
"WR","RG",TRUE,11,TRUE,0.380885946245876,0.442484878280762
"WR","BG",FALSE,16,TRUE,0.380885946245876,0.442484878280762
"WR","WU",TRUE,5,TRUE,0.380885946245876,0.442484878280762
"WR","WB",FALSE,8,FALSE,0.380885946245876,0.442484878280762
"WR","BR",FALSE,12,TRUE,0.380885946245876,0.442484878280762
"WR","BR",FALSE,8,TRUE,0.380885946245876,0.442484878280762
"WG","WB",TRUE,9,FALSE,0.431612766068115,-0.0368005881135769
"WG","UBR",FALSE,7,FALSE,0.425455308729494,-0.0368005881135769
"WG","WBG",TRUE,8,FALSE,0.425455308729494,-0.0368005881135769
"WB","WB",FALSE,12,TRUE,0.841326374104823,0.39342084290073
"WB","UB",TRUE,7,TRUE,0.841326374104823,0.39342084290073
"WB","BR",TRUE,12,TRUE,0.841326374104823,0.39342084290073
"WB","URG",FALSE,8,FALSE,0.841326374104823,0.39342084290073
"WB","RG",TRUE,7,FALSE,0.841326374104823,0.39342084290073
"WB","BR",TRUE,8,FALSE,0.841326374104823,0.39342084290073
"WB","WUG",FALSE,10,TRUE,0.881107151787505,0.410703999395753
"WB","WG",TRUE,9,TRUE,0.881107151787505,0.410703999395753
"WB","WB",FALSE,8,FALSE,0.881107151787505,0.410703999395753
"WB","UG",FALSE,11,TRUE,0.881107151787505,0.410703999395753
"WB","WG",TRUE,11,TRUE,0.881107151787505,0.410703999395753
"WB","WR",TRUE,8,FALSE,0.881107151787505,0.410703999395753
"WB","BR",TRUE,9,TRUE,0.881107151787505,0.410703999395753
"WB","B",FALSE,6,TRUE,0.881107151787505,0.410703999395753
"WB","WU",TRUE,7,TRUE,0.881107151787505,0.410703999395753
"UG","WB",FALSE,11,TRUE,-0.0383432528544216,-0.0388142866992445
"UG","WU",FALSE,10,TRUE,-0.0383432528544216,-0.0388142866992445
"UG","UB",TRUE,10,FALSE,-0.0383432528544216,-0.0388142866992445
"UG","WR",TRUE,20,FALSE,-0.0383432528544216,-0.0388142866992445
"UG","UBRG",FALSE,7,TRUE,-0.0383432528544216,-0.0388142866992445
"UG","WU",TRUE,16,FALSE,-0.0383432528544216,-0.0388142866992445
"WR","UG",FALSE,8,FALSE,0.425455308729494,0.346774772608706
"WR","RG",FALSE,5,FALSE,0.394325361621279,0.363486626181367
"WR","UG",FALSE,15,FALSE,0.394325361621279,0.363486626181367
"UB","RG",FALSE,9,TRUE,0.31021035301697,0.278018088530041
"UB","WG",TRUE,8,TRUE,0.31021035301697,0.278018088530041
"UB","WRG",TRUE,9,TRUE,0.31021035301697,0.278018088530041
"UB","WRG",TRUE,16,TRUE,0.31021035301697,0.278018088530041
"UB","RG",TRUE,9,FALSE,0.31021035301697,0.278018088530041
"UB","WRG",TRUE,6,FALSE,0.31021035301697,0.278018088530041
"UB","UBR",TRUE,12,FALSE,0.31021035301697,0.278018088530041
"RG","BG",FALSE,9,FALSE,-0.0393387269982658,0.361410085304565
"RG","BR",FALSE,12,FALSE,-0.0393387269982658,0.361410085304565
"RG","UBG",FALSE,9,FALSE,-0.0393387269982658,0.361410085304565
"UR","WR",TRUE,8,FALSE,-0.0369822900518083,0.385285059077539
"UR","RG",TRUE,13,TRUE,-0.0369822900518083,0.385285059077539
"UR","WG",FALSE,12,TRUE,-0.0369822900518083,0.385285059077539
"UR","UR",TRUE,16,TRUE,-0.0369822900518083,0.385285059077539
"UR","UB",FALSE,10,FALSE,-0.0369822900518083,0.385285059077539
"UR","WR",FALSE,12,TRUE,-0.0369822900518083,0.385285059077539
"UR","UG",FALSE,10,FALSE,-0.0369822900518083,0.385285059077539
"BG","UR",FALSE,6,FALSE,0.38672060447605,0.337803975824916
"BG","BG",FALSE,7,TRUE,0.38672060447605,0.337803975824916
"BG","BG",TRUE,13,FALSE,0.38672060447605,0.337803975824916
"BG","WB",TRUE,7,FALSE,0.38672060447605,0.337803975824916
"WG","WBR",FALSE,17,FALSE,0.508364756476249,-0.0370089784202461
"WG","BG",TRUE,6,TRUE,0.508364756476249,-0.0370089784202461
"WG","WU",TRUE,9,TRUE,0.508364756476249,-0.0370089784202461
"WG","WB",FALSE,13,TRUE,0.508364756476249,-0.0370089784202461
"WG","BG",TRUE,11,FALSE,0.508364756476249,-0.0370089784202461
"WG","RG",TRUE,8,FALSE,0.508364756476249,-0.0370089784202461
"WG","BG",FALSE,8,FALSE,0.427071054974923,-0.0398219899050093
"WG","WB",FALSE,5,TRUE,0.427071054974923,-0.0398219899050093
"WG","WR",FALSE,9,FALSE,0.427071054974923,-0.0398219899050093
"WG","WR",FALSE,8,FALSE,0.427071054974923,-0.0398219899050093
"BR","URG",FALSE,12,TRUE,0.430864489482165,0.786389497070369
"BR","WU",FALSE,4,FALSE,0.430864489482165,0.786389497070369
"BR","BG",TRUE,8,TRUE,0.430864489482165,0.786389497070369
"BR","WUB",TRUE,16,FALSE,0.430864489482165,0.786389497070369
"BR","WB",TRUE,11,FALSE,0.430864489482165,0.786389497070369
"UBG","WU",FALSE,11,FALSE,0.372226430355797,0.363054364056874
"UBG","BG",TRUE,9,FALSE,0.372226430355797,0.363054364056874
"UBG","U",TRUE,7,TRUE,0.372226430355797,0.363054364056874
"UBG","WU",FALSE,6,FALSE,0.372226430355797,0.363054364056874
"WB","G",TRUE,5,TRUE,0.875381629113906,0.377235171119356
"WB","UG",FALSE,8,FALSE,0.875381629113906,0.377235171119356
"WB","BR",TRUE,16,TRUE,0.875381629113906,0.377235171119356
"WB","WR",TRUE,12,TRUE,0.875381629113906,0.377235171119356
"WB","UG",FALSE,12,FALSE,0.875381629113906,0.377235171119356
"WB","RG",FALSE,10,TRUE,0.875381629113906,0.377235171119356
"WB","UBG",FALSE,15,TRUE,0.875381629113906,0.377235171119356
"WB","BG",FALSE,11,TRUE,0.875381629113906,0.377235171119356
"WB","WG",FALSE,9,FALSE,0.875381629113906,0.377235171119356
"WG","WU",FALSE,5,FALSE,0.399282632586654,-0.0390590260730678
"WG","WG",TRUE,6,FALSE,0.399282632586654,-0.0390590260730678
"WG","UB",FALSE,19,TRUE,0.399282632586654,-0.0390590260730678
"WG","UBG",TRUE,10,FALSE,0.379616436042527,-0.0427304074045265
"RG","WU",FALSE,9,FALSE,-0.038701399237818,0.393597095236367
"RG","WBR",TRUE,9,FALSE,-0.038701399237818,0.393597095236367
"RG","RG",TRUE,12,FALSE,-0.038444904581447,0.439526259982575
"UG","U",TRUE,3,TRUE,-0.0439064678692632,0.0636487277703267
"UG","BG",FALSE,8,FALSE,-0.0439064678692632,0.0636487277703267
"UG","UB",TRUE,7,TRUE,-0.0439064678692632,0.0636487277703267
"UG","WB",FALSE,16,FALSE,-0.0439064678692632,0.0636487277703267
"UG","BR",FALSE,9,FALSE,-0.0439064678692632,0.0636487277703267
"BR","G",FALSE,6,TRUE,0.407082064318929,0.790313338114801
"BR","BR",TRUE,7,TRUE,0.407082064318929,0.790313338114801
"BR","R",FALSE,11,FALSE,0.407082064318929,0.790313338114801
"BR","WUR",FALSE,18,TRUE,0.407082064318929,0.790313338114801
"BR","WB",FALSE,7,TRUE,0.407082064318929,0.790313338114801
"BR","WUG",FALSE,7,FALSE,0.407082064318929,0.790313338114801
"BR","UB",FALSE,8,FALSE,0.407082064318929,0.790313338114801
"WU","UB",FALSE,7,FALSE,0.441843137076107,-0.0411994040319017
"WU","G",TRUE,3,FALSE,0.441843137076107,-0.0411994040319017
"WU","WR",FALSE,10,FALSE,0.441843137076107,-0.0411994040319017
"WU","UBG",TRUE,9,TRUE,0.400419067433598,-0.0398219899050093
"WU","WU",FALSE,12,FALSE,0.400419067433598,-0.0398219899050093
"WU","BR",FALSE,11,FALSE,0.400419067433598,-0.0398219899050093
"WU","WU",TRUE,6,FALSE,0.400419067433598,-0.0398219899050093
"WU","UG",FALSE,7,FALSE,0.44129485603089,-0.0393084541410858
"WU","UBG",TRUE,14,FALSE,0.44129485603089,-0.0393084541410858
"WU","BR",TRUE,16,TRUE,0.44129485603089,-0.0393084541410858
"WU","URG",FALSE,10,TRUE,0.469416997789434,-0.0411994040319017
