Year,acadpr01,birthyr,carede01,cocurr01,commute,enrlment,enter,envadm,envcompt,envdivrs,envevent,envnacad,envschol,envsocal,envsuprt,envstu,envfac,fathredu,mothredu,gnanaly,gncitizn,gncmpts,gncommun,gndivers,gnethics,gngenled,gninq,gnothers,gnprobsv,gnquant,gnself,gnspeak,gnwork,gnwrite,internat,livenow,race05,sex,social01/social05
2009,3,83,1,7,2,2,2,4,4,2,2,4,4,2,4,6,5,1,3,3,2,3,1,4,3,3,3,3,3,3,4,3,2,3,2,2,4,1,4
2009,8,84,2,1,3,1,2,1,4,1,4,3,2,1,2,2,3,4,1,1,1,1,1,2,1,1,4,1,1,1,3,1,2,1,1,2,10,2,4
2009,8,51,6,1,3,2,1,3,4,2,2,1,4,2,3,4,6,4,1,4,3,4,2,3,2,4,3,3,2,2,3,3,2,4,1,3,4,2,3
2009,3,85,1,2,2,2,1,4,3,2,2,1,4,1,3,6,5,3,2,3,2,2,1,2,1,4,1,3,3,2,1,2,3,2,1,2,3,2,4
2009,4,62,3,1,3,2,2,4,4,2,3,2,3,2,2,6,4,3,2,1,1,2,1,2,1,3,3,2,1,1,1,1,2,2,1,3,4,2,2
2009,3,87,1,2,3,2,1,1,3,2,3,1,3,1,2,4,6,3,2,4,2,3,2,3,2,3,2,2,4,3,1,4,3,2,1,3,4,1,4
2009,3,87,1,2,2,2,1,5,4,3,4,2,3,3,4,7,6,3,2,4,2,3,3,3,3,4,3,4,4,3,3,3,4,3,1,3,4,2,3
2009,4,87,1,2,2,2,1,6,2,3,3,2,4,2,4,6,6,3,2,4,2,4,2,4,3,4,3,4,4,4,4,4,4,4,1,3,4,1,5
2009,8,86,1,1,2,2,1,3,4,1,1,1,4,1,1,5,2,3,2,4,1,2,1,1,1,2,4,2,1,2,2,1,2,2,1,3,4,1,3
2009,5,85,1,2,2,NA,1,5,4,2,3,2,4,3,4,7,6,3,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,3,4,2,5
2009,3,86,1,2,2,2,1,4,3,3,3,2,4,2,3,6,6,3,2,4,1,4,1,2,1,3,2,4,2,4,2,3,3,4,1,3,4,2,8
2009,8,86,1,1,2,2,1,3,4,1,2,2,4,1,2,7,6,3,2,4,1,4,1,3,1,2,4,1,1,1,4,2,4,3,1,1,4,1,1
2009,2,85,1,3,1,2,2,2,4,2,3,2,4,3,3,4,3,3,2,3,3,3,3,2,1,3,2,3,2,3,3,3,2,3,1,1,3,2,2
2009,5,87,8,1,2,2,1,7,4,4,2,2,3,2,4,4,7,3,2,4,4,4,3,4,3,4,4,2,3,4,4,4,4,4,1,3,4,2,2
2009,2,84,1,3,2,2,1,5,3,3,3,3,3,3,3,7,5,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,1,3,4,2,3
2009,2,86,2,1,2,2,1,7,4,4,2,1,3,2,4,6,7,3,2,4,2,4,4,4,4,4,3,4,3,4,2,4,2,4,1,3,8,2,2
2009,6,87,1,2,2,2,1,4,4,4,3,3,4,4,3,7,4,3,2,4,3,4,4,4,4,3,3,4,4,4,3,4,4,3,1,3,2,1,4
2009,5,86,1,4,3,2,1,2,4,2,3,2,4,3,3,7,5,3,2,4,1,4,2,2,2,3,3,4,3,4,2,3,3,3,1,2,10,1,4
2009,5,83,1,1,2,2,2,5,4,1,2,1,3,1,1,6,3,3,2,4,2,4,4,1,3,2,2,3,4,4,2,3,3,3,1,3,4,1,3
2009,2,86,1,2,2,2,1,5,4,2,3,2,2,2,3,6,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,4,2,6
2009,5,84,1,1,2,2,2,4,4,3,2,2,4,3,3,5,5,3,2,4,4,4,3,4,4,3,3,3,4,3,4,4,3,4,1,2,4,1,2
2009,4,86,1,2,2,2,2,3,4,1,3,2,3,2,3,4,5,3,2,3,3,2,1,2,2,4,3,2,3,1,3,2,2,3,1,3,4,1,4
2009,5,85,1,2,2,2,2,4,3,1,1,1,3,1,2,4,3,3,2,3,3,3,1,1,1,2,2,2,2,3,1,2,2,2,1,3,3,2,2
2009,2,86,1,3,2,2,1,2,2,1,3,2,1,3,2,6,3,3,2,3,3,2,2,2,3,2,3,2,1,2,4,1,1,4,1,3,4,2,4
2009,5,83,1,2,2,1,1,6,4,3,4,2,3,2,4,7,6,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,1,2
2009,3,86,1,1,4,2,2,2,4,1,1,1,4,1,2,1,7,3,2,3,1,3,1,1,1,3,2,2,1,1,1,1,2,2,1,3,4,1,5
2009,4,87,4,1,2,2,1,5,4,2,4,1,4,2,3,7,6,3,2,4,3,4,2,2,4,4,3,4,3,4,3,4,4,4,1,3,4,2,5
2009,3,75,1,1,2,1,2,6,4,2,3,1,3,2,3,4,6,3,2,3,3,4,1,2,3,3,3,2,3,NA,3,3,2,3,1,2,4,1,2
2009,6,67,1,1,3,2,2,5,4,2,3,1,4,2,3,6,6,3,2,3,3,4,2,2,4,4,4,3,3,3,3,4,3,3,1,3,4,2,3
2009,2,86,2,1,3,2,2,3,4,3,1,2,4,4,4,7,5,3,2,4,4,4,3,4,3,3,3,4,3,4,3,4,2,4,1,3,3,2,2
2009,6,76,1,1,3,1,2,1,2,1,1,1,1,1,2,2,1,3,2,2,1,3,1,1,1,2,1,1,2,2,1,1,2,1,1,3,10,1,3
2009,2,86,1,1,2,2,1,3,4,3,4,3,2,3,1,6,5,3,2,3,3,3,1,4,4,3,3,3,3,3,4,3,3,3,1,3,3,2,7
2009,3,76,6,5,2,2,2,4,4,4,2,2,4,2,2,7,3,3,2,3,1,3,2,2,2,2,2,3,2,3,2,3,2,3,1,3,4,1,3
2009,5,83,2,1,3,2,2,3,4,2,3,2,4,2,3,6,7,3,2,4,3,4,3,3,4,4,4,4,4,4,2,4,4,4,1,2,4,1,4
2009,3,84,1,2,2,2,2,5,3,4,4,2,3,3,4,6,6,3,2,3,1,2,3,2,2,4,2,4,3,2,1,3,3,4,1,2,4,2,3
2009,8,85,1,1,3,2,2,7,4,3,3,2,4,3,4,7,7,3,2,4,2,4,3,3,2,4,4,4,4,4,4,4,4,4,1,3,4,2,5
2009,4,86,2,1,2,2,2,4,3,1,2,1,2,1,1,3,4,3,2,3,4,4,2,1,2,3,3,3,2,2,2,3,3,3,1,3,4,2,2
2009,5,87,1,1,2,2,1,3,3,2,2,1,2,1,2,4,3,3,2,3,1,3,1,2,1,2,4,2,1,3,2,3,1,3,1,1,10,2,2
2009,3,87,1,3,2,2,1,3,4,3,2,2,3,2,3,6,4,3,2,4,3,4,4,4,1,3,1,4,3,3,2,3,3,3,1,1,4,1,8
2009,5,83,1,3,2,2,1,1,4,1,4,3,2,2,2,6,4,2,3,3,3,4,2,1,2,2,3,1,2,2,3,2,3,2,1,3,3,2,2
2009,8,87,1,1,2,2,1,2,2,2,2,1,2,2,1,6,5,2,3,3,2,2,1,1,1,2,1,2,1,2,2,2,2,2,1,3,4,2,3
2009,2,87,1,8,2,2,1,7,2,2,3,2,3,2,3,7,5,2,3,4,2,2,4,1,3,2,4,4,2,3,3,4,3,2,1,3,8,2,3
2009,3,86,2,1,2,2,1,1,3,3,2,1,3,2,2,3,4,2,3,3,2,3,1,2,1,3,3,2,3,2,2,2,2,3,1,3,4,1,4
2009,2,86,1,1,2,2,2,7,4,4,4,1,3,1,4,7,7,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,1,2,4,1,8
2009,8,81,1,1,2,2,1,4,4,4,4,4,4,4,4,6,6,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,1,1
2009,7,80,3,2,2,2,2,5,4,2,2,1,3,2,3,5,5,2,3,3,1,3,2,2,2,3,3,2,3,4,2,2,1,3,1,3,4,1,4
2009,3,65,1,1,2,1,2,7,4,2,2,1,3,2,2,7,7,2,3,4,1,4,3,3,4,3,3,3,3,4,3,3,4,3,1,3,4,1,4
2009,5,85,1,1,2,2,1,3,4,4,4,3,4,3,3,6,7,2,3,4,4,4,3,4,3,3,4,4,3,3,4,4,3,4,1,2,4,2,4
2009,3,87,1,2,2,2,1,2,3,3,3,2,4,2,3,7,7,2,3,4,2,3,3,4,3,4,4,3,3,3,4,4,4,4,1,2,4,2,4
2009,4,86,1,8,2,2,2,5,4,2,4,2,3,1,4,7,4,2,3,4,2,4,3,2,2,3,3,3,3,4,3,3,3,3,1,4,4,1,6
2009,3,86,2,1,3,2,1,4,4,4,4,2,4,2,3,5,2,2,3,4,4,4,4,4,4,4,4,4,NA,3,4,4,3,4,1,3,4,1,4
2009,3,83,3,3,3,2,2,3,3,3,2,2,1,3,2,4,4,2,3,2,2,2,3,2,3,2,3,3,2,3,3,3,1,2,1,3,4,2,4
2009,8,88,1,1,2,2,1,1,3,1,1,1,2,1,2,2,5,2,3,4,2,4,2,2,4,2,4,3,4,4,4,4,4,4,1,1,10,1,7
2009,3,83,3,1,2,2,2,5,3,1,2,1,4,1,3,7,7,2,3,4,1,4,1,1,1,4,1,4,1,1,1,1,2,3,1,3,4,1,8
2009,4,71,3,1,3,2,2,4,4,2,4,1,4,2,3,6,6,2,3,4,3,4,3,4,3,4,4,4,3,4,4,3,3,3,1,3,4,2,3
2009,4,87,1,3,2,2,1,2,4,2,4,1,4,1,1,7,2,2,3,4,2,4,2,2,2,4,4,4,3,3,2,2,3,3,1,3,4,2,3
2009,3,78,8,1,3,1,1,3,4,2,3,1,3,1,3,5,4,2,3,3,1,3,2,2,1,4,2,4,2,3,2,4,4,3,1,3,4,2,5
2009,4,85,8,1,5,2,1,5,4,1,4,1,2,4,3,5,3,2,3,4,4,4,3,1,2,4,3,4,3,3,3,4,4,4,1,3,3,1,6
2009,3,87,2,1,2,2,1,4,3,2,3,2,3,2,3,7,7,2,3,4,2,4,3,2,3,4,3,4,3,4,3,3,4,3,1,3,4,1,5
2009,5,87,3,5,2,2,1,5,3,2,3,2,3,2,2,6,5,2,3,2,2,3,3,3,3,2,3,3,3,2,3,3,2,2,1,3,4,2,3
2009,2,79,1,1,2,1,2,5,2,3,3,2,4,3,3,5,6,2,3,3,3,2,3,3,3,3,2,3,2,2,2,2,2,3,1,3,4,2,4
2009,3,75,7,1,2,1,2,6,4,3,3,3,4,1,4,5,6,2,3,4,2,2,4,2,3,4,3,3,3,2,2,3,3,3,1,3,4,2,3
2009,4,79,3,1,2,2,2,1,4,1,2,1,3,1,2,5,4,2,3,4,2,4,2,1,1,2,3,2,2,3,1,3,3,4,1,3,4,2,3
2009,4,85,1,3,2,2,2,5,3,2,3,1,2,2,3,6,6,2,3,3,3,2,3,2,2,3,3,3,2,2,3,3,3,4,1,2,4,2,4
2009,5,86,1,1,3,2,2,4,4,2,2,2,3,2,3,5,4,2,3,4,2,4,2,3,4,3,4,4,4,4,4,2,3,2,1,3,4,2,3
2009,4,86,1,4,2,2,1,5,2,3,4,2,4,3,3,6,5,2,3,4,2,1,1,3,1,4,3,4,2,1,3,4,2,4,1,2,4,1,2
2009,3,87,1,3,2,2,2,5,4,4,4,4,3,4,4,7,5,2,3,3,1,4,3,4,4,4,3,4,4,3,4,3,4,3,1,1,8,1,3
2009,2,84,1,2,2,2,2,3,2,2,3,2,3,2,2,4,4,1,4,3,2,2,3,2,2,2,2,3,3,3,3,2,3,2,1,3,4,1,2
2009,3,86,1,8,4,2,1,5,2,1,2,1,2,1,1,5,5,1,4,3,1,3,1,1,2,2,2,3,2,3,1,3,2,3,1,3,4,2,2
2009,4,77,1,1,3,2,2,2,3,2,3,1,3,2,1,4,2,1,4,3,1,3,1,2,2,3,3,2,2,3,2,3,3,3,1,3,4,1,3
2009,1,87,1,1,4,2,1,4,3,3,2,2,3,2,2,7,5,1,4,3,2,2,1,1,2,2,2,2,3,2,2,2,2,1,1,3,4,NA,6
2009,3,86,1,4,2,2,1,3,3,1,3,2,3,3,2,7,6,1,4,4,2,4,3,3,3,2,2,3,3,4,3,4,3,4,1,4,4,1,2
2009,8,86,1,1,3,2,1,7,4,3,NA,2,4,3,4,7,5,5,1,4,4,4,4,3,3,2,4,4,2,4,3,4,4,4,1,3,4,2,3
2009,4,87,2,2,3,2,2,4,4,4,4,2,2,3,3,5,5,4,2,4,2,3,2,4,2,4,2,3,3,4,3,4,4,4,1,3,4,2,3
2009,4,86,1,4,2,2,2,5,3,3,4,2,4,4,3,6,5,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,4,1,5
2009,2,87,1,3,2,2,1,5,4,4,3,2,4,2,3,7,6,4,2,4,3,4,2,3,4,3,4,4,3,4,3,4,4,3,1,2,4,2,3
2009,2,87,8,2,3,2,2,6,4,4,4,3,4,3,4,7,6,4,2,4,3,3,4,3,4,4,4,4,4,3,4,4,4,4,1,3,4,1,3
2009,5,85,1,3,3,2,2,3,4,3,3,3,3,3,3,6,3,4,2,4,3,4,3,3,3,4,3,4,3,NA,2,NA,NA,4,1,2,4,2,2
2009,4,87,1,2,2,2,1,5,4,2,4,2,3,2,3,6,6,4,2,4,4,4,2,3,3,3,3,4,3,4,2,4,3,4,1,3,4,2,4
2009,4,85,8,1,8,2,2,2,4,3,3,1,4,NA,4,5,6,4,2,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,1,2,2,2,2
2009,5,87,1,5,2,2,1,5,3,3,4,3,3,NA,3,6,4,4,2,3,2,4,3,4,3,3,3,3,3,3,3,3,4,3,1,1,5,2,3
2009,2,85,1,1,2,2,2,6,4,1,2,1,4,1,2,6,4,4,2,3,2,3,1,1,1,3,4,3,2,3,2,3,3,3,1,2,4,2,2
2009,3,67,8,1,3,2,2,5,4,3,3,1,3,3,3,5,5,4,2,2,1,4,2,2,2,4,2,3,3,2,3,4,3,4,1,3,10,2,6
2009,7,87,1,4,2,2,1,5,4,3,4,1,4,2,3,7,5,3,3,3,1,2,3,3,3,4,3,4,4,2,2,2,4,2,1,2,3,2,2
2009,3,87,1,5,2,2,1,6,4,4,4,2,3,4,4,7,7,3,3,4,4,4,2,4,4,4,4,4,4,3,4,4,4,4,1,3,4,2,4
2009,4,87,2,6,5,2,1,6,4,4,4,3,3,3,3,7,5,3,3,4,4,3,4,4,4,3,3,4,4,4,4,4,4,3,1,3,3,2,8
2009,4,83,8,1,2,2,2,6,4,1,1,1,4,2,2,5,5,3,3,3,2,4,1,2,1,4,3,3,1,2,1,4,2,4,1,3,4,2,3
2009,4,87,2,2,2,2,1,7,1,1,2,1,4,1,2,4,6,3,3,4,1,4,2,2,1,4,4,4,2,3,4,3,4,3,1,1,10,2,3
2009,4,84,1,1,2,1,1,6,4,4,3,2,4,3,3,4,4,3,3,4,2,4,1,3,3,3,3,3,3,3,3,3,3,3,1,3,4,1,6
2009,3,84,1,1,2,1,2,3,4,2,3,2,3,1,2,4,5,3,3,4,3,4,2,4,3,4,4,4,2,3,4,4,3,4,1,3,4,1,5
2009,5,77,1,1,2,2,2,6,4,2,4,2,4,2,3,7,6,3,3,3,1,4,3,2,2,3,1,3,2,3,2,3,4,3,1,3,4,1,4
2009,5,87,2,3,3,2,1,5,3,1,3,1,2,2,2,5,5,3,3,4,3,4,3,2,3,3,3,4,3,4,4,4,3,4,1,3,4,2,4
2009,4,87,1,3,4,2,1,5,3,3,3,2,1,2,3,7,5,3,3,4,4,3,4,4,4,4,4,4,4,2,4,4,4,2,1,3,3,2,5
2009,4,87,1,1,2,2,1,4,2,2,2,2,3,2,2,4,4,3,3,3,1,2,1,3,1,2,3,2,1,3,3,3,2,3,1,2,4,2,5
2009,3,86,1,3,2,2,1,5,4,2,3,1,4,2,4,6,5,3,3,4,2,4,1,2,2,4,3,4,3,4,4,4,4,4,1,3,3,2,4
2009,8,86,1,2,2,2,1,5,4,2,3,1,3,1,3,3,7,3,3,4,3,4,2,3,4,4,4,2,2,2,4,3,2,3,1,1,4,1,8
2009,3,80,8,1,4,2,1,3,4,1,1,1,1,1,1,7,2,3,3,4,1,4,1,1,2,3,4,3,1,4,3,4,2,4,1,5,4,1,2
2009,7,86,1,3,8,2,1,2,3,2,4,1,3,2,4,6,5,3,3,3,2,2,4,2,2,4,3,3,3,2,NA,3,3,3,1,3,4,2,3
2009,8,87,4,1,2,2,1,3,3,4,4,1,3,2,2,2,2,3,3,4,1,3,2,3,1,3,4,2,1,4,2,2,1,3,1,1,4,2,4
2009,4,87,1,4,3,2,2,5,4,4,2,2,1,2,2,4,4,3,3,2,3,2,3,3,3,4,3,3,3,2,3,2,3,2,1,2,4,2,7
2009,5,87,1,1,2,2,2,5,3,3,3,1,3,2,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,1,3,4,2,4
2009,3,76,5,1,2,1,1,4,4,3,2,2,3,2,3,5,5,3,3,4,3,3,2,2,2,3,3,3,2,4,3,2,4,2,1,3,4,1,3
2009,5,85,1,1,3,2,2,6,3,1,3,2,3,1,3,6,6,3,3,3,1,4,1,2,2,1,2,3,2,4,1,2,1,1,1,3,4,1,4
2009,5,75,1,1,2,2,1,4,3,3,3,1,3,1,4,4,4,3,3,3,4,4,1,3,2,3,4,2,1,2,3,2,2,4,1,3,4,2,4
2009,4,87,1,3,2,2,1,5,4,1,2,1,4,3,3,7,5,3,3,3,2,4,1,1,3,3,3,4,3,2,1,4,4,3,1,1,4,2,3
2009,2,85,1,2,5,2,1,3,3,2,2,1,4,1,3,6,5,3,3,2,1,2,1,1,1,3,2,3,2,2,1,2,2,2,1,2,4,1,5
2009,6,86,1,3,3,2,1,5,3,3,2,2,4,2,3,7,5,3,3,3,3,3,3,4,3,4,3,3,4,3,4,3,3,3,1,3,3,2,6
2009,7,82,1,2,3,2,2,5,4,4,3,2,4,2,4,6,6,3,3,4,2,4,2,3,2,4,4,4,2,4,3,4,3,4,1,2,4,1,2
2009,4,79,1,2,3,2,2,7,4,3,4,1,3,2,2,6,6,3,3,3,2,3,2,2,1,3,3,2,2,2,3,3,2,3,1,3,4,1,5
2009,8,86,1,4,2,2,2,7,4,2,3,2,4,3,4,7,7,3,3,4,3,4,3,2,NA,4,4,4,4,4,4,3,4,4,1,1,4,2,4
2009,5,86,1,2,2,2,2,2,4,4,3,3,4,3,3,5,7,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4,2,5
2009,3,86,1,2,2,2,1,5,2,2,2,2,3,2,3,5,5,3,3,3,NA,3,2,2,3,3,2,3,3,3,2,3,3,3,1,3,4,2,4
2009,2,73,1,1,2,1,2,4,4,4,4,2,4,3,4,6,6,3,3,3,1,4,2,4,3,4,3,3,3,3,4,3,3,3,1,2,8,1,3
2009,5,73,2,1,3,2,2,5,4,2,2,3,3,2,3,6,5,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,1,5,4,2,4
2009,2,80,1,4,2,2,2,4,4,2,3,2,3,2,3,6,6,3,3,2,2,3,3,2,2,2,2,3,2,2,2,2,4,2,1,2,4,1,3
2009,5,85,1,2,3,2,2,3,2,2,1,1,3,2,3,5,5,2,4,3,2,3,2,3,2,4,3,2,3,3,3,3,3,3,1,3,4,1,3
2009,8,87,1,2,2,2,1,7,4,3,4,2,4,2,3,7,5,2,4,4,1,4,4,1,2,3,4,4,4,4,3,4,4,2,1,3,4,2,2
2009,2,75,8,1,4,2,2,2,4,2,2,1,2,2,2,2,3,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,4,2,2
2009,3,87,1,3,2,2,1,4,4,4,4,4,3,4,4,6,5,2,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,1,3,4,2,2
2009,4,87,4,1,3,2,1,3,4,2,3,2,4,2,3,6,3,2,4,4,3,4,3,3,3,4,4,4,3,4,3,3,4,3,1,3,4,2,5
2009,3,66,2,2,2,1,2,5,3,2,3,2,3,3,3,3,6,2,4,4,2,4,2,3,2,3,3,2,2,4,3,3,2,3,1,3,10,1,3
2009,5,87,3,2,2,2,1,3,2,2,2,1,4,1,3,4,3,2,4,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,4,2,2
2009,3,87,1,2,2,2,1,2,4,1,3,1,3,2,2,5,4,2,4,3,3,2,2,3,3,4,2,2,2,2,2,3,3,3,1,3,4,2,2
2009,2,82,1,1,2,2,2,5,4,4,4,2,4,2,4,4,6,2,4,3,1,3,2,3,2,3,3,4,3,3,3,2,4,3,1,3,4,2,4
2009,8,88,1,4,2,2,1,3,3,1,2,1,4,1,2,5,4,2,4,4,2,4,2,1,2,3,2,2,2,4,1,3,2,4,1,3,4,2,3
2009,3,84,1,2,2,2,1,6,4,2,3,2,3,3,3,6,5,2,4,3,2,3,3,2,2,2,3,3,4,3,2,3,3,3,1,3,4,1,3
2009,3,82,2,1,3,2,2,4,4,2,3,2,3,NA,2,5,5,2,4,4,3,4,2,3,3,3,2,4,3,3,2,3,3,4,1,3,4,2,3
2009,6,86,1,1,3,2,1,5,3,2,3,2,3,NA,2,6,5,1,5,3,3,4,NA,3,3,3,3,1,3,3,3,2,2,2,1,3,4,1,4
2009,5,87,1,1,2,2,2,5,2,1,2,1,3,1,2,5,4,5,2,2,1,2,2,2,2,3,3,2,2,2,2,1,1,1,1,2,4,2,3
2009,2,87,1,2,3,2,1,4,4,2,3,2,3,2,2,6,6,5,2,2,1,4,1,2,2,3,3,4,2,2,2,3,4,3,1,3,4,2,3
2009,3,86,1,2,2,2,1,5,4,4,3,1,4,2,3,4,6,5,2,4,2,4,1,4,2,3,3,4,3,4,2,3,4,2,1,3,4,2,6
2009,3,87,1,2,2,2,1,6,3,2,3,1,2,1,2,6,3,5,2,3,3,3,2,3,2,3,3,4,3,3,3,2,1,2,1,2,4,2,4
2009,4,87,1,2,2,2,1,4,4,3,3,2,3,NA,2,6,6,5,2,4,1,3,3,2,2,2,3,3,2,2,3,2,3,2,1,3,4,2,2
2009,3,85,1,2,2,2,2,6,4,4,3,2,3,2,3,6,5,5,2,3,3,4,3,3,3,2,3,3,3,3,2,3,2,3,1,3,4,1,8
2009,4,84,5,4,2,2,2,4,4,4,2,2,4,3,4,6,6,5,2,4,2,4,4,4,4,4,4,3,4,4,4,2,4,3,1,3,4,1,3
2009,5,85,1,2,2,2,2,2,3,3,2,1,4,2,3,5,4,5,2,4,3,4,2,3,4,4,4,4,3,4,4,3,4,3,1,3,4,1,2
2009,8,88,1,1,2,2,1,7,4,2,3,2,2,2,2,2,5,5,2,3,3,3,3,3,3,2,3,3,3,3,3,2,2,2,1,3,4,1,2
2009,8,83,1,1,2,2,2,4,4,4,2,3,3,3,3,4,6,5,2,4,3,4,4,4,4,4,3,4,4,3,4,3,3,4,1,3,4,2,4
2009,5,84,3,3,2,2,2,5,4,3,3,2,4,2,4,5,6,5,2,4,2,4,3,4,3,3,3,3,2,4,4,4,4,3,2,2,2,1,4
2009,4,86,1,2,2,2,1,2,4,4,3,2,4,2,2,4,3,5,2,3,2,3,1,1,2,3,2,3,2,3,1,3,3,3,1,3,4,1,5
2009,4,87,1,3,2,2,1,6,3,3,3,3,3,3,3,6,5,5,2,4,3,3,3,3,3,3,4,4,3,2,2,3,3,3,1,1,4,2,8
2009,3,70,6,1,3,1,2,6,2,2,2,1,4,2,2,5,3,5,2,2,1,2,1,2,1,3,1,2,2,3,1,2,3,3,1,3,4,1,3
2009,3,85,1,1,2,2,2,2,4,3,2,1,3,3,2,5,5,5,2,3,1,4,3,3,1,3,4,4,3,3,2,3,2,3,1,3,4,2,2
2009,4,85,1,4,2,2,1,2,4,3,2,1,3,3,2,6,4,5,2,3,2,4,2,2,2,4,3,3,3,3,2,3,4,2,1,3,4,1,4
2009,4,86,1,2,2,2,2,1,4,1,2,1,3,1,3,2,3,5,2,3,1,2,1,1,2,4,3,2,2,3,2,2,4,3,1,3,4,1,3
2009,8,87,3,1,3,2,1,7,2,1,4,1,1,4,1,7,7,5,2,4,1,4,2,1,4,4,1,4,4,4,1,4,4,4,1,3,4,1,3
2009,4,87,2,2,2,2,1,6,3,2,3,1,3,2,3,7,6,5,2,3,4,3,3,2,2,4,4,3,2,3,2,3,3,3,1,3,4,2,3
2009,2,82,4,1,2,2,1,4,4,4,4,3,3,3,4,4,5,5,2,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,1,3,4,2,2
2009,4,87,1,4,2,2,1,4,3,3,3,2,3,3,3,7,5,5,2,4,3,4,3,3,2,4,3,4,3,4,2,4,3,4,1,3,4,1,3
2009,3,85,1,1,2,2,1,1,3,2,4,1,1,1,1,2,6,5,2,4,2,2,1,1,1,3,2,3,1,3,1,3,1,4,1,3,4,2,4
2009,3,79,8,1,3,2,2,5,4,2,2,1,3,1,3,6,6,5,2,3,3,3,3,2,3,4,3,2,2,2,2,3,4,3,1,3,4,2,2
2009,5,80,6,1,3,2,2,4,4,1,2,1,3,1,2,2,5,5,2,3,2,3,2,3,2,3,2,2,2,2,3,3,3,3,1,3,4,2,3
2009,8,86,2,1,2,2,1,6,4,3,3,3,4,3,3,7,6,5,2,4,2,4,3,4,4,4,4,4,3,3,4,2,4,4,1,2,4,1,2
2009,3,86,1,2,2,2,1,3,3,1,1,1,3,1,3,6,3,5,2,2,2,2,1,1,1,3,2,2,1,2,1,3,2,3,1,2,4,2,4
2009,1,87,3,2,2,2,2,3,3,3,2,3,3,2,3,3,3,5,2,3,3,3,2,3,3,3,2,3,2,2,2,3,3,3,1,2,7,1,2
2009,6,87,1,3,2,2,1,4,4,3,4,2,3,4,3,5,5,4,3,4,3,2,2,3,3,2,3,4,3,2,2,3,2,3,1,3,4,2,4
2009,4,79,2,1,2,2,2,6,4,3,2,1,4,1,3,5,5,4,3,4,2,3,2,4,2,4,3,4,2,1,3,4,4,4,1,3,4,2,8
2009,4,85,3,4,3,2,2,5,4,3,3,4,4,4,3,6,6,4,3,4,4,3,3,3,3,3,4,4,4,3,3,3,4,4,1,3,4,1,6
2009,3,87,1,4,2,2,1,6,4,4,3,3,4,3,4,7,7,4,3,4,2,4,3,3,2,3,3,4,4,4,3,4,2,3,1,2,4,2,3
2009,4,85,4,2,3,2,1,5,3,3,2,1,3,2,3,6,6,4,3,3,2,3,2,3,2,3,3,3,2,3,2,3,3,3,1,3,4,2,4
2009,2,85,1,4,2,2,1,6,2,3,3,1,4,4,3,7,5,4,3,4,2,2,4,3,3,4,2,4,4,3,4,4,4,3,1,3,4,1,3
2009,3,86,1,1,2,2,1,2,3,3,2,2,3,2,2,6,3,4,3,4,2,4,2,3,3,3,2,3,2,3,3,3,2,3,1,1,3,2,5
2009,4,85,1,2,2,2,1,5,3,2,3,2,3,3,2,6,6,4,3,3,3,3,3,2,2,3,3,4,2,3,2,3,4,3,1,2,4,2,2
2009,2,79,2,2,2,1,1,2,3,2,2,2,3,2,2,4,2,4,3,2,2,2,1,2,1,4,2,1,2,2,2,2,3,2,1,3,4,1,4
2009,6,87,1,1,2,2,1,6,4,2,4,3,2,2,3,5,6,4,3,2,2,3,1,2,1,4,3,2,1,2,2,2,3,2,1,3,4,2,4
2009,6,79,8,2,3,2,2,4,4,2,4,1,4,2,2,5,4,4,3,4,1,4,1,1,1,2,1,2,2,4,1,2,2,3,1,3,2,1,2
2009,2,86,1,1,2,2,1,1,2,2,1,1,2,2,3,5,5,4,3,3,1,2,1,2,3,3,3,2,2,3,3,2,2,2,1,2,4,1,6
2009,2,85,3,2,3,2,2,4,2,2,2,2,2,NA,2,4,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,3
2009,3,86,1,2,2,2,1,5,4,2,2,3,3,3,3,6,5,3,4,4,1,3,3,NA,4,4,2,4,3,4,2,4,4,4,1,2,4,1,3
2009,4,86,1,1,3,2,2,4,4,2,4,1,3,2,3,6,5,3,4,3,2,3,2,2,2,4,3,4,3,2,4,4,4,4,1,3,4,2,4
