Year,acadpr01,birthyr,carede01,cocurr01,commute,enrlment,enter,envadm,envcompt,envdivrs,envevent,envnacad,envschol,envsocal,envsuprt,envstu,envfac,fathredu,mothredu,gnanaly,gncitizn,gncmpts,gncommun,gndivers,gnethics,gngenled,gninq,gnothers,gnprobsv,gnquant,gnself,gnspeak,gnwork,gnwrite,internat,livenow,race05,sex,social01/social05
2005,8,79,7,8,7,1,1,4,3,3,2,3,4,2,3,6,2,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,1,7
2005,2,82,1,1,2,1,2,3,3,2,2,1,3,2,3,6,5,5,2,2,2,4,2,2,2,3,2,4,2,2,2,2,2,2,1,2,4,2,5
2005,2,83,1,4,2,2,1,7,4,2,3,3,1,2,2,5,5,5,2,2,3,3,3,2,3,2,3,3,3,2,2,3,2,3,1,3,4,1,3
2005,3,83,1,2,2,2,1,4,4,3,3,1,3,2,3,6,5,5,2,4,2,2,2,3,2,3,4,3,2,2,4,4,3,4,1,3,4,2,4
2005,4,83,1,2,2,2,1,6,4,1,4,1,4,2,2,4,5,5,2,3,2,4,3,2,4,3,3,3,2,3,3,2,4,4,1,3,4,1,5
2005,2,81,1,1,2,2,1,3,3,1,2,1,2,1,3,4,5,5,2,4,2,2,2,2,2,4,4,4,2,4,2,4,2,4,1,3,7,1,2
2005,2,67,8,1,2,1,2,7,4,2,4,2,3,3,4,4,7,5,2,2,2,3,1,2,2,2,1,1,1,2,1,2,3,2,2,3,4,2,2
2005,2,57,1,1,2,1,2,6,3,1,2,1,2,2,2,6,6,5,2,3,4,3,3,3,3,3,4,3,3,2,4,3,1,3,1,3,4,2,2
2005,2,76,8,2,2,2,1,3,3,2,3,1,3,2,3,5,6,5,2,4,3,4,3,3,3,3,3,3,3,4,3,3,3,3,1,3,4,2,5
2005,6,78,8,1,3,2,2,1,4,1,3,1,3,2,2,5,3,5,2,2,2,3,2,3,1,3,2,3,2,2,1,2,2,2,1,3,4,2,3
2005,3,82,2,2,2,2,2,5,3,2,2,2,3,2,3,5,4,5,2,3,4,3,1,1,1,2,4,3,4,3,4,3,2,3,1,3,10,1,2
2005,4,83,1,3,2,2,1,4,4,1,3,2,3,3,2,6,6,5,2,3,2,3,2,2,4,2,4,4,2,3,3,3,2,3,1,3,4,1,5
2005,3,82,1,5,6,2,1,7,4,2,3,1,4,3,2,7,5,5,2,4,2,3,1,2,1,3,4,4,3,2,2,4,2,4,1,3,4,2,5
2005,5,83,1,6,2,2,1,5,4,1,4,1,3,3,2,7,4,5,2,2,2,4,4,1,3,2,4,4,2,3,3,4,3,2,1,2,4,2,2
2005,2,82,1,8,2,2,1,6,3,2,3,2,3,2,3,7,6,5,2,3,2,3,3,3,4,4,4,3,3,3,4,3,3,3,1,2,4,1,3
2005,2,80,2,1,3,2,2,5,4,2,3,2,3,2,4,7,6,5,2,2,1,3,2,2,1,4,2,4,3,2,2,3,4,3,1,3,4,2,3
2005,5,77,1,2,2,2,1,5,4,1,3,1,3,1,2,7,2,5,2,3,2,4,2,4,4,3,2,4,4,2,4,3,3,4,1,2,4,2,3
2005,2,76,1,2,2,2,2,5,4,3,2,2,3,2,4,7,7,5,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,1,3,4,2,6
2005,4,82,1,4,2,2,1,6,4,2,4,2,2,2,2,6,6,4,3,2,4,2,2,4,2,2,2,2,4,2,2,2,2,2,1,2,4,1,5
2005,2,78,8,1,2,1,2,4,4,2,2,1,3,2,2,5,5,4,3,2,1,3,1,1,1,1,1,2,2,2,2,1,3,2,1,3,4,2,3
2005,4,81,8,1,2,2,2,5,4,2,2,2,4,2,3,6,6,4,3,4,4,4,3,3,4,1,4,4,3,4,4,3,4,4,1,3,4,2,2
2005,3,81,5,1,2,1,2,2,2,2,1,1,3,1,3,4,3,4,3,4,3,3,1,1,1,4,3,3,1,4,1,3,3,3,1,3,4,1,4
2005,5,70,1,1,4,2,2,4,3,4,2,1,2,1,1,6,4,4,3,2,1,4,1,1,1,3,1,1,2,3,1,2,4,2,1,3,4,1,3
2005,3,82,1,4,2,2,2,1,2,1,2,1,2,1,2,5,4,4,3,4,2,2,2,1,1,3,4,2,1,3,3,2,1,3,1,3,5,1,4
2005,2,83,1,2,2,2,2,7,4,3,4,3,3,3,4,7,7,3,4,3,2,4,2,2,3,4,3,4,2,3,3,4,3,3,1,3,4,2,3
2005,5,82,1,1,1,2,2,3,4,3,3,2,3,2,3,4,4,3,4,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,1,1,4,2,2
2005,3,81,1,2,2,2,1,2,4,2,3,2,2,2,1,4,5,3,4,2,3,2,2,4,3,3,3,2,3,2,4,3,3,3,1,3,4,2,3
2005,3,81,8,1,3,1,2,5,3,2,3,2,3,2,3,6,6,3,4,3,1,3,3,4,4,3,3,4,4,2,3,2,3,2,1,3,10,2,4
2005,2,81,1,2,2,2,1,1,3,1,2,1,3,1,2,7,3,3,4,3,2,3,3,2,2,3,3,4,2,3,3,4,2,4,1,3,4,1,3
2005,5,80,1,1,2,2,1,2,4,1,3,1,3,1,3,5,7,3,4,4,4,4,2,2,2,3,4,3,3,4,3,3,3,3,1,3,4,2,2
2005,3,79,2,1,2,2,1,3,4,2,2,1,2,2,2,3,4,3,4,3,3,4,2,3,3,3,3,3,3,3,3,3,2,2,1,3,4,2,3
2005,5,69,3,1,4,2,2,4,1,1,2,1,4,1,2,2,2,3,4,4,1,1,2,1,1,2,3,1,2,2,2,1,1,3,1,3,3,1,2
2005,4,83,1,4,3,2,1,1,3,2,4,1,3,2,3,4,6,2,5,4,4,3,2,3,2,4,4,3,2,2,4,4,3,4,1,3,10,2,2
2005,3,83,1,2,2,2,1,7,2,2,2,1,2,1,4,7,7,2,5,4,2,3,3,2,4,4,2,4,2,2,3,4,4,4,1,3,3,2,2
2005,8,81,1,1,3,2,2,4,3,2,2,2,4,2,3,5,4,2,5,2,1,2,1,2,1,3,2,2,2,2,2,2,2,2,1,3,4,1,2
2005,2,82,1,2,2,2,2,3,4,2,2,1,3,2,2,6,3,2,5,4,1,4,4,2,4,4,3,3,3,4,2,2,4,3,1,3,4,1,2
2005,3,81,3,1,4,1,2,4,2,2,2,1,4,1,1,6,4,2,5,4,3,3,4,4,4,3,3,4,4,4,4,4,4,3,1,3,4,2,4
2005,3,82,1,1,2,2,1,3,4,2,2,3,3,2,3,5,4,2,5,3,3,4,3,2,3,3,3,3,3,3,3,2,3,3,1,3,4,2,3
2005,4,83,1,1,3,2,2,1,4,1,NA,1,3,1,1,3,2,2,5,4,2,4,2,2,1,4,3,3,1,4,2,4,1,4,1,3,4,2,8
2005,3,83,1,2,2,2,1,2,4,1,2,1,1,3,1,5,6,2,5,1,2,3,3,1,3,4,4,3,3,3,4,2,3,2,1,3,4,1,4
2005,4,83,2,5,2,2,1,7,4,2,3,3,3,3,3,7,5,2,5,4,3,4,3,3,3,3,3,4,4,3,3,4,3,3,1,3,4,1,3
2005,3,82,1,1,2,2,1,3,3,2,3,1,2,2,3,4,3,2,5,2,2,4,2,2,2,3,3,3,2,3,1,3,4,3,1,2,2,1,4
2005,4,68,8,1,3,1,2,6,3,3,3,2,3,3,3,6,5,1,6,3,4,3,4,3,4,3,4,3,3,3,3,3,3,3,1,3,4,1,3
2005,6,83,1,1,3,2,1,5,4,1,2,2,3,1,3,3,6,6,2,4,1,4,1,1,1,2,2,4,3,4,3,2,3,3,1,3,4,1,3
2005,2,83,1,2,2,2,1,5,3,2,3,1,3,1,1,6,4,6,2,2,3,2,2,2,1,3,2,3,1,2,1,3,3,3,1,3,10,2,3
2005,2,83,3,3,2,2,1,3,4,2,4,1,2,1,2,6,2,6,2,4,2,3,1,1,1,4,3,1,2,4,1,2,1,2,1,3,4,2,3
2005,4,82,1,1,2,2,1,4,4,3,3,2,4,2,2,7,7,6,2,3,2,3,3,2,3,3,3,3,2,3,4,3,3,3,1,3,4,2,2
2005,5,83,1,3,2,2,2,7,3,1,3,1,2,2,2,7,5,6,2,3,3,2,4,4,3,4,3,2,3,3,4,3,4,3,1,2,4,1,2
2005,4,81,2,2,2,2,1,7,3,3,3,3,3,3,3,6,7,5,3,3,4,3,3,3,3,2,4,3,3,3,4,2,3,2,1,1,4,1,3
2005,2,80,1,2,1,2,2,7,4,2,3,1,3,2,3,5,6,5,3,4,2,3,3,3,3,3,3,3,4,4,2,2,4,3,1,2,4,1,3
2005,5,55,3,1,2,1,2,5,4,2,4,1,3,1,2,6,5,5,3,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,3,4,2,3
2005,5,83,1,2,3,2,1,3,3,1,1,1,3,1,2,5,5,5,3,3,2,3,1,1,1,3,3,2,1,3,1,3,2,3,1,3,4,2,2
2005,8,81,1,1,2,2,1,4,2,1,1,1,2,1,3,7,6,5,3,4,1,4,2,3,2,4,3,4,3,4,2,4,4,4,1,3,4,1,5
2005,5,82,1,3,2,2,1,6,4,1,2,2,3,1,3,7,5,5,3,3,2,4,2,3,3,4,2,3,3,3,4,3,4,3,1,2,4,2,3
2005,3,82,1,2,2,2,1,5,4,2,3,2,3,2,4,6,6,5,3,3,4,4,3,2,3,3,3,3,3,3,3,3,3,3,1,3,4,2,2
2005,8,81,2,1,3,2,1,6,4,2,3,2,4,3,3,6,5,5,3,4,2,4,2,2,2,3,3,4,4,4,2,4,4,4,1,3,4,1,4
2005,5,83,1,1,2,2,1,4,3,2,3,1,3,2,3,4,6,5,3,4,1,4,1,2,1,4,3,4,3,4,4,3,4,4,1,3,3,2,4
2005,8,82,1,1,2,2,2,5,3,3,3,2,4,2,3,5,6,5,3,4,2,2,2,3,3,4,3,2,3,2,3,4,4,4,1,3,4,2,4
2005,2,80,1,1,2,1,1,2,4,2,2,1,3,1,2,4,3,5,3,3,1,2,2,2,1,3,3,3,2,3,2,3,3,3,1,3,4,2,4
2005,3,79,1,3,4,2,2,3,4,1,3,1,3,1,2,6,5,5,3,4,4,3,1,1,2,4,3,2,2,3,1,3,2,3,1,2,4,1,8
2005,5,82,1,2,2,2,2,3,4,2,2,1,3,2,3,5,3,5,3,3,2,2,2,2,2,4,3,2,2,3,3,2,2,3,1,3,4,2,3
2005,3,79,1,1,2,2,2,6,3,3,3,3,3,3,3,7,7,5,3,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,1,2,10,1,2
2005,5,82,1,2,2,1,1,2,3,1,3,1,3,2,1,7,3,5,3,4,3,2,3,2,2,3,4,3,2,4,1,4,1,4,1,3,10,2,3
2005,2,79,2,1,2,2,2,4,2,2,2,2,3,2,2,4,6,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,4,2,2
2005,2,82,1,2,2,2,1,4,4,2,4,1,3,2,3,7,5,5,3,4,3,3,2,2,2,3,3,4,2,2,3,4,4,4,1,2,10,2,4
2005,3,83,1,1,2,2,1,4,4,2,2,1,2,3,2,5,5,5,3,2,3,3,2,3,3,3,3,3,2,2,3,2,3,3,1,3,4,2,8
2005,5,83,1,2,4,2,1,2,4,2,4,1,4,1,3,7,5,5,3,4,1,4,3,2,3,3,3,4,2,2,3,3,4,2,1,3,4,2,4
2005,2,81,1,5,2,1,2,6,3,1,2,2,3,2,3,6,6,5,3,3,4,3,4,3,2,3,3,3,3,3,3,3,3,3,1,3,4,1,2
2005,3,82,1,2,2,2,2,2,4,1,3,1,3,2,3,7,5,5,3,3,3,3,3,3,3,3,2,4,2,2,3,2,2,2,1,2,4,2,3
2005,2,68,8,2,4,2,2,7,4,2,2,2,4,2,3,5,6,4,4,4,4,4,2,3,3,4,3,4,4,4,3,4,4,4,2,3,4,2,3
2005,3,81,1,4,2,2,1,6,4,2,3,2,3,3,3,7,5,4,4,3,3,3,2,2,3,3,3,3,2,3,3,3,2,3,1,1,4,2,3
2005,2,81,1,2,2,2,2,6,4,3,3,2,3,2,3,7,6,4,4,3,1,2,2,2,2,4,2,3,4,3,2,3,4,2,1,3,4,1,2
2005,5,81,1,1,2,2,1,4,4,2,2,1,3,2,2,6,6,3,5,4,1,4,2,4,2,3,3,3,2,3,1,3,2,4,1,3,4,1,3
2005,6,82,2,1,2,2,1,4,4,2,2,1,4,1,4,6,5,3,5,4,3,4,4,4,4,3,3,3,3,4,4,4,1,4,1,3,4,2,3
2005,5,71,8,1,3,2,2,7,3,4,2,4,3,3,4,5,7,3,5,4,3,3,2,3,2,4,3,2,3,2,3,3,3,4,1,3,4,2,3
2005,3,82,1,2,2,2,2,4,3,2,2,2,4,2,3,7,7,3,5,3,2,3,2,3,2,3,3,4,3,2,3,3,3,4,1,2,4,2,2
2005,8,71,6,1,2,2,2,4,3,2,2,2,3,2,2,4,6,3,5,3,2,3,2,2,1,2,2,1,2,3,3,1,2,4,1,3,10,2,4
2005,3,83,1,3,3,2,1,2,4,2,3,3,3,2,4,7,7,3,5,4,2,4,3,2,3,3,3,3,3,4,2,3,4,2,1,4,4,2,4
2005,2,83,1,1,2,2,1,3,3,1,2,1,2,2,2,7,4,3,5,4,1,4,2,1,2,4,2,3,3,4,2,3,4,3,1,3,4,1,3
2005,5,82,1,2,3,2,1,4,3,2,3,2,3,2,3,6,6,3,5,3,2,3,2,2,3,3,3,3,3,3,2,3,3,3,1,2,4,1,6
2005,3,82,1,1,3,2,1,6,4,2,2,1,4,1,3,6,4,3,5,4,1,4,2,2,1,3,3,3,3,4,1,3,4,3,1,3,4,1,3
2005,3,82,1,2,2,2,1,5,3,2,2,2,3,2,3,5,5,3,5,3,2,3,3,2,3,3,3,3,3,4,2,2,3,3,1,2,4,1,5
2005,5,81,1,4,8,2,2,4,4,2,4,2,3,3,3,6,5,3,5,4,4,4,3,3,3,3,4,4,4,4,4,4,3,4,1,3,4,1,3
2005,6,81,1,2,2,2,1,4,4,3,3,4,3,3,4,6,7,3,5,4,4,4,3,4,4,4,3,4,3,3,4,4,3,4,1,1,4,1,5
2005,3,83,1,2,2,2,2,2,3,3,4,1,4,3,2,5,4,3,5,3,2,2,3,4,3,4,3,4,4,3,2,3,4,2,1,2,4,2,2
2005,3,80,1,2,2,2,2,6,3,3,2,3,3,3,3,6,7,2,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,1,3
2005,3,83,1,3,2,2,1,4,2,2,3,2,3,2,2,6,6,2,6,4,3,2,2,2,2,3,3,4,3,3,2,3,2,3,1,2,4,2,3
2005,6,81,1,1,6,2,2,2,1,1,2,1,4,1,2,5,3,2,6,2,3,1,3,4,4,3,4,1,3,2,4,1,2,3,1,3,4,2,5
2005,4,75,5,4,2,2,2,6,4,3,2,1,3,1,3,7,6,2,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,4,2,4
2005,2,81,1,6,2,2,1,6,4,3,3,2,1,4,3,7,7,2,6,4,3,3,2,3,1,4,3,3,4,4,2,3,3,1,1,3,4,2,2
2005,3,83,2,1,2,2,1,7,3,2,3,1,4,2,2,5,5,2,6,3,4,4,2,4,2,4,4,4,2,3,2,4,4,4,1,3,4,2,2
2005,3,82,1,1,2,2,1,6,4,1,1,1,3,1,2,5,4,2,6,3,1,3,1,1,1,3,3,3,2,3,1,3,3,2,1,3,4,2,5
2005,7,81,1,3,2,2,1,7,4,3,2,1,3,1,3,6,6,2,6,4,2,4,2,3,4,3,3,4,4,4,4,3,4,3,1,2,4,1,4
2005,3,78,1,3,2,2,2,4,3,3,2,3,3,2,2,4,4,7,2,3,4,4,3,3,4,4,4,2,3,3,3,3,2,3,1,3,4,1,2
2005,4,78,1,1,2,2,1,3,3,2,2,1,2,1,3,3,6,7,2,3,3,3,2,3,2,3,3,2,2,3,2,2,3,3,1,3,4,2,3
2005,2,81,1,1,2,2,1,2,3,2,1,1,2,1,2,4,4,6,3,3,1,4,1,1,1,4,3,1,2,3,1,2,3,3,1,2,4,1,8
2005,2,81,2,1,2,2,1,5,4,4,4,2,4,2,4,5,5,6,3,4,3,4,3,2,4,4,4,4,3,3,4,4,3,3,1,3,4,2,8
2005,3,82,1,1,2,2,1,2,3,1,1,1,4,1,3,5,6,6,3,3,2,2,2,1,1,3,3,2,1,3,1,1,1,3,1,2,4,2,3
2005,7,82,1,2,1,2,1,5,4,2,3,2,4,2,3,6,5,6,3,4,4,4,4,4,3,4,4,2,3,3,3,4,3,4,1,2,4,1,4
2005,2,81,1,1,3,2,1,3,4,3,4,2,3,2,2,6,3,6,3,3,4,3,4,4,4,4,4,4,4,2,4,3,4,3,1,3,4,2,2
2005,5,70,1,1,2,2,2,7,4,2,3,2,2,2,2,4,6,6,3,2,2,3,1,1,1,3,1,2,1,2,1,2,3,3,1,3,4,1,5
2005,3,76,6,1,3,2,2,3,4,1,2,1,2,1,2,4,5,6,3,3,2,2,1,2,1,4,3,3,2,2,1,3,4,3,1,3,10,1,1
2005,4,81,1,1,2,2,1,4,3,2,3,2,4,2,3,5,4,6,3,3,1,4,1,4,1,4,3,4,2,3,4,2,2,2,1,2,4,1,2
2005,2,82,1,2,3,2,1,3,4,2,2,1,3,1,2,7,5,6,3,2,3,4,3,2,3,4,3,2,3,2,3,3,3,3,1,2,4,2,8
2005,2,81,2,1,2,2,1,4,4,1,2,1,4,1,3,4,3,6,3,3,1,3,1,2,1,3,4,2,3,3,3,1,3,2,1,3,4,2,2
2005,2,82,4,2,2,2,2,2,3,1,3,1,3,1,1,4,4,6,3,3,2,3,3,2,3,2,2,2,3,3,2,2,1,2,1,3,4,2,3
2005,2,83,1,2,3,2,2,3,3,2,2,1,2,1,2,5,5,6,3,3,1,3,2,1,2,3,3,3,2,2,1,2,3,2,1,3,4,2,5
2005,5,82,3,7,3,2,1,7,4,1,2,4,4,2,4,7,7,6,3,4,1,4,1,3,3,4,3,4,3,1,3,4,4,3,1,3,4,2,2
2005,3,82,1,4,2,2,2,7,4,2,4,1,3,3,3,7,7,5,4,3,4,4,2,3,3,4,4,4,3,2,4,3,3,3,1,1,4,2,3
2005,3,82,1,3,2,2,1,2,4,2,3,1,2,2,2,6,5,5,4,3,2,4,2,2,2,3,3,2,2,3,3,3,3,3,1,1,4,1,8
2005,4,81,1,1,2,2,1,4,4,1,2,1,4,1,2,5,2,5,4,3,1,3,1,1,1,2,3,4,1,3,1,3,1,3,1,3,4,1,3
2005,8,82,1,2,3,2,1,5,4,2,3,2,4,2,3,7,6,5,4,4,2,4,2,3,4,4,4,3,3,4,3,3,4,4,1,3,4,2,4
2005,3,79,3,1,2,1,2,4,4,1,3,1,3,2,2,5,5,5,4,4,1,3,3,1,4,4,2,3,4,4,3,3,2,3,1,3,4,1,4
2005,4,82,1,2,2,2,1,5,4,1,3,2,3,2,3,6,6,5,4,4,1,4,2,2,3,2,4,4,4,4,2,4,3,3,1,3,4,1,2
2005,2,82,1,2,2,1,2,2,3,2,1,2,2,2,2,3,6,5,4,2,1,2,2,2,2,2,2,3,2,2,3,2,2,2,1,3,4,1,5
2005,3,81,1,6,2,1,1,2,4,2,3,1,3,3,2,6,5,5,4,4,4,4,2,2,4,4,4,4,2,4,4,4,4,3,1,3,4,1,3
2005,3,82,1,3,2,2,1,5,3,2,4,2,2,2,3,6,5,5,4,2,1,2,1,2,2,3,3,2,2,2,2,2,3,2,1,1,4,2,3
2005,3,81,1,4,2,2,1,4,3,3,3,4,2,3,3,7,5,5,4,4,1,3,3,3,3,4,3,4,3,3,4,4,4,4,1,2,4,2,4
2005,2,82,1,3,1,2,1,6,3,1,2,1,3,1,2,6,6,5,4,2,1,3,1,1,1,2,3,2,2,2,2,2,1,2,1,2,4,1,4
2005,3,82,1,2,2,2,1,6,3,1,2,3,3,3,3,7,7,5,4,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,1,3,4,1,3
2005,2,83,1,2,2,2,2,3,3,2,1,2,2,2,3,6,6,5,4,3,1,2,2,1,1,3,2,2,2,3,2,2,2,2,1,3,2,1,3
2005,3,83,1,7,2,2,1,6,4,2,3,1,2,2,2,6,4,4,5,2,4,3,2,1,2,2,1,3,2,2,2,1,3,1,1,3,4,1,2
2005,3,83,1,1,3,2,1,5,3,2,2,1,2,1,2,5,5,4,5,3,3,3,2,3,2,2,3,3,2,2,3,3,4,3,1,3,4,2,5
2005,3,83,1,1,2,1,2,4,4,3,4,2,3,2,3,6,5,4,5,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,1,3,4,1,4
2005,3,78,1,3,2,2,1,6,3,3,3,2,3,2,3,6,5,4,5,3,2,3,3,3,3,3,3,3,2,3,2,3,3,3,1,3,10,1,2
2005,2,81,2,2,1,2,2,1,2,2,2,2,1,1,2,1,1,4,5,2,2,3,2,3,2,1,3,2,2,2,3,1,2,2,1,3,10,1,1
2005,5,83,1,1,3,2,1,2,4,2,3,1,2,1,1,6,4,3,6,3,2,2,2,2,2,1,2,2,2,3,1,2,2,2,1,3,4,2,4
2005,4,82,1,3,2,2,2,4,4,3,4,2,3,1,2,4,5,3,6,4,2,3,2,3,1,4,3,3,3,3,3,4,3,4,1,2,4,2,7
2005,3,82,1,1,2,2,2,1,1,1,2,1,2,1,1,4,1,3,6,4,1,3,1,1,2,3,2,2,2,3,2,4,2,3,1,2,4,1,3
2005,8,81,5,4,1,1,2,5,3,3,3,2,4,3,3,6,5,3,6,3,2,3,2,2,2,4,3,4,3,2,2,3,4,2,1,3,4,2,6
2005,4,82,8,1,2,2,1,3,4,3,3,3,3,3,3,4,6,3,6,3,3,4,4,4,4,4,4,2,4,3,4,2,4,2,1,3,4,2,3
2005,8,83,1,4,4,2,1,3,4,3,4,1,4,1,2,7,4,3,6,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,1,2,4,2,3
2005,4,83,3,3,3,2,1,4,4,4,3,3,4,4,3,6,5,3,6,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,1,2,4,2,4
2005,4,81,1,1,2,1,1,3,3,2,2,1,3,2,3,7,7,3,6,4,4,1,2,4,4,4,4,4,3,4,4,4,3,4,1,2,4,1,2
2005,3,83,1,4,3,1,1,6,2,2,2,2,1,2,2,4,6,3,6,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,4,1,3
2005,4,83,5,2,2,2,1,2,3,1,4,1,3,3,1,3,3,7,3,3,1,2,3,3,1,4,4,2,4,4,1,2,4,2,1,3,4,1,3
2005,2,82,1,2,2,1,1,4,4,3,4,3,2,2,2,7,2,7,3,4,1,4,3,4,4,4,4,4,4,4,4,1,4,2,1,3,3,1,3
2005,2,82,1,2,2,1,1,1,4,1,2,1,3,2,2,5,3,7,3,1,2,2,1,1,1,4,3,2,1,1,1,1,2,1,1,3,10,1,2
2005,4,82,1,2,2,2,1,5,4,2,3,1,3,2,3,6,6,7,3,4,2,4,2,2,2,2,3,3,3,4,2,3,2,3,1,2,2,2,3
2005,2,84,1,2,1,2,1,4,4,3,3,1,1,2,2,5,6,7,3,3,1,3,1,1,1,3,2,2,2,2,3,2,3,3,1,1,4,2,3
2005,4,82,2,6,2,2,1,5,4,2,3,2,3,2,3,4,5,7,3,4,3,3,2,2,2,4,4,3,3,3,2,4,4,4,1,3,4,1,4
2005,6,82,1,3,2,2,2,3,3,3,4,1,2,3,2,7,5,7,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,1,3,4,1,6
2005,3,84,1,3,2,2,1,6,3,3,3,2,3,2,3,5,6,7,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,9,1,3
2005,3,70,1,4,5,2,1,7,4,2,2,2,3,3,4,7,7,6,4,4,2,4,2,3,4,2,4,4,4,4,4,4,3,4,1,3,4,1,6
2005,5,83,1,3,2,2,1,4,2,1,2,1,3,3,3,7,6,6,4,4,2,3,2,1,2,3,4,4,2,4,4,4,3,4,1,3,4,1,2
2005,5,83,2,2,2,2,1,4,4,2,3,1,3,2,3,5,5,6,4,2,1,2,1,1,1,2,1,2,1,2,1,2,2,2,1,2,4,1,5
2005,5,83,4,2,2,2,1,4,4,1,3,2,3,2,3,6,6,5,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,1,2,4,1,3
2005,6,82,1,1,3,2,1,2,4,3,2,1,3,1,2,6,3,5,5,3,1,3,1,1,1,2,2,3,1,2,1,2,2,2,1,2,4,2,4
2005,3,68,2,2,2,2,2,4,3,2,2,1,3,2,3,5,5,5,5,3,2,4,2,2,2,4,2,3,2,3,2,3,4,3,1,3,4,2,3
2005,3,78,2,1,2,2,2,2,2,1,2,1,3,2,3,2,4,5,5,3,1,3,1,1,1,3,2,2,1,3,2,2,1,3,1,2,4,1,4
2005,3,82,1,3,2,2,2,4,4,3,2,2,3,2,3,6,6,5,5,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,1,1,4,2,3
2005,5,83,1,3,2,2,1,1,1,2,1,1,2,1,1,7,5,5,5,3,1,3,1,2,2,2,3,1,2,2,1,3,2,3,1,1,4,2,5
2005,5,69,2,1,2,1,2,4,3,2,2,1,3,2,3,6,6,5,5,3,1,3,2,1,1,1,2,3,2,3,2,2,3,2,1,3,4,2,2
2005,6,80,1,2,2,2,2,2,3,1,2,1,3,1,2,3,4,5,5,3,2,1,1,1,1,3,2,2,1,2,1,2,1,3,1,3,4,2,5
2005,6,81,1,2,2,2,2,4,4,3,3,2,3,2,2,6,4,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,4
2005,5,73,1,1,2,2,2,4,2,2,3,1,2,1,2,7,6,5,5,2,1,2,2,1,1,3,2,2,1,3,1,1,3,1,1,3,4,2,5
2005,3,82,1,2,2,2,1,7,4,4,4,4,4,4,4,6,7,5,5,4,3,4,4,3,4,4,2,4,4,4,3,4,4,4,1,3,3,2,3
2005,6,57,4,3,3,2,2,7,3,2,3,2,3,2,2,5,6,5,5,3,1,2,2,2,1,4,3,2,2,2,2,2,3,3,1,3,4,2,2
2005,4,83,1,2,2,2,1,4,3,2,2,2,2,2,3,5,5,5,5,3,2,3,2,1,2,3,3,2,2,3,2,3,1,3,1,3,4,2,4
2005,4,81,1,6,2,1,1,6,2,1,1,1,2,1,2,5,7,5,5,4,4,3,4,2,1,4,2,3,1,3,2,4,2,4,1,2,4,2,2
2005,2,81,1,2,3,2,1,4,4,1,3,1,3,1,3,7,6,5,5,3,3,4,2,4,2,3,3,4,3,3,3,4,4,4,1,3,4,1,6
2005,3,78,1,1,3,2,2,5,4,1,3,1,3,1,2,1,4,5,5,2,2,3,2,2,1,4,3,2,2,2,3,2,3,3,1,2,4,1,6
2005,3,82,1,4,2,2,1,1,4,3,4,3,2,3,3,7,6,5,5,4,2,3,3,4,3,3,4,4,3,4,3,3,3,3,1,2,4,1,3
2005,3,81,1,2,2,2,1,7,3,1,3,1,3,2,2,7,7,5,5,2,2,3,2,2,2,3,2,3,2,2,2,2,3,2,1,2,4,2,2
2005,4,82,1,3,2,2,1,3,3,1,1,1,3,1,2,4,4,5,5,3,3,2,2,2,2,3,3,4,3,3,3,2,2,3,1,3,10,1,3
2005,6,83,1,2,2,2,1,1,4,1,1,1,2,1,1,4,4,5,5,4,2,4,1,1,1,3,3,4,2,4,1,4,2,3,1,3,2,1,5
2005,2,80,1,1,2,1,2,6,3,3,3,1,2,2,2,6,2,5,5,3,3,4,1,3,2,2,2,2,2,3,3,3,3,3,1,3,4,1,6
2005,2,82,1,1,3,2,1,5,3,3,2,2,3,3,3,5,3,5,5,3,3,3,2,2,2,3,3,3,3,2,3,2,3,3,1,3,4,1,4
2005,2,83,1,4,2,2,1,5,4,1,2,2,2,2,2,6,5,5,5,4,3,4,2,1,2,3,4,3,3,3,3,4,4,4,1,2,4,1,4
2005,8,81,1,1,2,2,1,2,4,1,3,1,4,1,4,7,7,5,5,4,1,4,1,1,1,2,2,3,2,3,2,2,3,2,1,3,4,2,4
